Id,Label,type,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,componentnumber,modularity_class,stat_inf_class,clustering,triangles,eigencentrality
Small Folkart Star Christmas Dec,Small Folkart Star Christmas Dec,Product,58,5071,4,0.468705,0.485866,0.000026,0.002783,0.002783,0.000119,0,16,622,0.657592,1087,0.047554
Set Of 5 Mini Grocery Magnets,Set Of 5 Mini Grocery Magnets,Product,258,23572,4,0.503478,0.535559,0.000061,0.015636,0.015636,0.000266,0,7,214,0.698097,23144,0.264737
Gold Photo Frame,Gold Photo Frame,Product,1,60,5,0.406425,0.425742,0,0.000095,0.000095,0.000057,0,5,440,0,0,0.001643
Red Retrospot Small Milk Jug,Red Retrospot Small Milk Jug,Product,315,37775,4,0.512589,0.548734,0.000088,0.018403,0.018403,0.00039,0,7,242,0.69269,34257,0.311693
Swallow Square Tissue Box,Swallow Square Tissue Box,Product,137,14576,4,0.487012,0.509114,0.000096,0.006829,0.006829,0.000228,0,14,568,0.582331,5425,0.116582
Set/10 Ivory Polkadot Party Candles,Set/10 Ivory Polkadot Party Candles,Product,282,25032,4,0.505921,0.540356,0.00001,0.019499,0.019499,0.000258,0,7,742,0.853032,33798,0.329476
Coffee Mug Pink Paisley Design,Coffee Mug Pink Paisley Design,Product,40,6133,5,0.447997,0.467952,0.000004,0.001774,0.001774,0.000121,0,7,656,0.919231,717,0.030464
Feltcraft Butterfly Hearts,Feltcraft Butterfly Hearts,Product,672,100941,4,0.558149,0.620779,0.000508,0.036299,0.036299,0.000907,0,11,527,0.564687,127312,0.613454
Lads Only Tissue Box,Lads Only Tissue Box,Product,200,19072,5,0.500192,0.526215,0.000778,0.010614,0.010614,0.000297,0,14,562,0.554372,11032,0.180936
T-Light Glass Fluted Antique,T-Light Glass Fluted Antique,Product,601,64977,4,0.550835,0.607732,0.001233,0.033652,0.033652,0.0007,0,5,569,0.612407,110417,0.568617
Greeting Card Overcrowded Pool,Greeting Card Overcrowded Pool,Product,55,3682,4,0.463124,0.481421,0.000001,0.002775,0.002775,0.000097,0,14,898,0.907744,1348,0.047722
Red Retrospot Apron,Red Retrospot Apron,Product,20,1208,5,0.462221,0.47633,0,0.001526,0.001526,0.000068,0,7,510,0.957895,182,0.026183
Lipstick Pen Fuschia,Lipstick Pen Fuschia,Product,470,41773,4,0.534564,0.58199,0.000135,0.028751,0.028751,0.000423,0,16,91,0.728512,80293,0.485639
75 Green Petit Four Cases,75 Green Petit Four Cases,Product,10,667,5,0.456073,0.470223,0,0.000853,0.000853,0.000063,0,7,42,0.933333,42,0.014675
3d Hearts Honeycomb Paper Garland,3d Hearts Honeycomb Paper Garland,Product,70,4361,4,0.470227,0.488648,0,0.00477,0.00477,0.000092,0,7,281,0.995445,2404,0.080869
Paisley Pattern Stickers,Paisley Pattern Stickers,Product,1,56,5,0.334489,0.341635,0,0.000022,0.000022,0.000058,0,14,176,0,0,0.000392
Set Of 4 Rose Botanical Candles,Set Of 4 Rose Botanical Candles,Product,115,8424,4,0.487558,0.506747,0.000031,0.00663,0.00663,0.000157,0,14,694,0.703432,4611,0.113154
Purple Bertie Glass Bead Bag Charm,Purple Bertie Glass Bead Bag Charm,Product,33,2131,5,0.403094,0.426106,0.000001,0.000642,0.000642,0.000097,0,14,457,0.899621,475,0.01152
Ribbon Reel Lace Design,Ribbon Reel Lace Design,Product,332,39340,4,0.513295,0.551292,0.000094,0.019862,0.019862,0.000391,0,7,551,0.701962,38570,0.336235
Multicolour Honeycomb Fan,Multicolour Honeycomb Fan,Product,176,16377,5,0.488472,0.515151,0.000515,0.00821,0.00821,0.000277,0,14,151,0.528117,8133,0.140544
Fairy Dreams Incense,Fairy Dreams Incense,Product,202,15407,4,0.499329,0.525806,0.001252,0.01162,0.01162,0.000291,0,16,574,0.675041,13704,0.197621
Watering Can Garden Marker,Watering Can Garden Marker,Product,80,10043,5,0.482057,0.498395,0.000147,0.005497,0.005497,0.000199,0,5,671,0.796835,2518,0.093762
Blue Glass Gems In Bag,Blue Glass Gems In Bag,Product,48,3768,5,0.462139,0.48004,0.000002,0.003176,0.003176,0.000093,0,21,825,0.830674,937,0.054012
French Style Storage Jar Bonbons,French Style Storage Jar Bonbons,Product,138,12254,4,0.486103,0.508922,0.000165,0.005307,0.005307,0.00022,0,14,568,0.467471,4419,0.091444
Stool Home Sweet Home,Stool Home Sweet Home,Product,3,227,6,0.32846,0.335035,0,0.000027,0.000027,0.000062,0,16,736,1,3,0.000495
Christmas Craft Little Friends,Christmas Craft Little Friends,Product,880,123794,4,0.586673,0.661902,0.000877,0.043738,0.043738,0.001134,0,16,824,0.470499,181970,0.739506
Set/4 Daisy Mirror Magnets,Set/4 Daisy Mirror Magnets,Product,32,2093,5,0.439016,0.459779,0.000028,0.001217,0.001217,0.000108,0,16,436,0.610887,303,0.020878
Greeting Card Sticky Gordon,Greeting Card Sticky Gordon,Product,53,3521,5,0.456952,0.476778,0.000001,0.002498,0.002498,0.000098,0,14,570,0.930334,1282,0.04314
Key Fob Back Door,Key Fob Back Door,Product,323,28709,4,0.513194,0.550237,0.000122,0.021632,0.021632,0.000307,0,5,193,0.819395,42611,0.365501
Folding Umbrella White/Red Polkadot,Folding Umbrella White/Red Polkadot,Product,2,118,5,0.368652,0.384951,0,0.000078,0.000078,0.000063,0,14,775,1,1,0.001319
Small Licorice Des Pink Bowl,Small Licorice Des Pink Bowl,Product,184,16562,5,0.491235,0.518317,0.000092,0.006499,0.006499,0.000269,0,14,73,0.631563,10633,0.113205
Paper Bunting White Lace,Paper Bunting White Lace,Product,364,40180,4,0.519745,0.559606,0.000123,0.020325,0.020325,0.000415,0,7,298,0.630521,41656,0.34486
Doormat Multicolour Stripe,Doormat Multicolour Stripe,Product,51,10099,5,0.46778,0.484389,0.000018,0.002942,0.002942,0.000166,0,5,133,0.806275,1028,0.050277
3d Sheet Of Cat Stickers,3d Sheet Of Cat Stickers,Product,4,304,5,0.442145,0.458167,0,0.000296,0.000296,0.000061,0,14,102,0.833333,5,0.005122
Large Purple Babushka Notebook,Large Purple Babushka Notebook,Product,255,25059,4,0.503867,0.535591,0.000236,0.01464,0.01464,0.000322,0,11,641,0.635881,20593,0.248431
2 Picture Book Eggs Easter Ducks,2 Picture Book Eggs Easter Ducks,Product,2,117,5,0.335134,0.342549,0,0.000021,0.000021,0.000093,0,14,843,1,1,0.000394
French Enamel Water Basin,French Enamel Water Basin,Product,143,10428,5,0.488198,0.510898,0.000023,0.005361,0.005361,0.00019,0,14,316,0.783118,7951,0.093623
Magic Drawing Slate Circus Parade,Magic Drawing Slate Circus Parade,Product,329,41491,4,0.514105,0.55158,0.000053,0.019947,0.019947,0.000408,0,11,149,0.716213,38644,0.337352
Christmas Tree Hanging Silver,Christmas Tree Hanging Silver,Product,209,17565,4,0.495531,0.524175,0.000022,0.012575,0.012575,0.000214,0,16,852,0.806726,17535,0.212773
Biscuit Tin Vintage Red,Biscuit Tin Vintage Red,Product,111,9266,5,0.475634,0.498011,0.000003,0.006874,0.006874,0.000141,0,7,396,0.861097,5257,0.116656
Single Heart Zinc T-Light Holder,Single Heart Zinc T-Light Holder,Product,925,132531,4,0.594299,0.671271,0.001465,0.043807,0.043807,0.00128,0,5,700,0.42493,181594,0.742312
Picnic Basket Wicker Small,Picnic Basket Wicker Small,Product,381,35412,4,0.522349,0.563188,0.000082,0.02236,0.02236,0.000368,0,21,873,0.689943,49945,0.378619
Smallfolkart Bauble Christmas Dec,Smallfolkart Bauble Christmas Dec,Product,85,6035,5,0.480369,0.497915,0.000004,0.005074,0.005074,0.000118,0,14,590,0.840616,3001,0.086703
Red Retrospot Big Bowl,Red Retrospot Big Bowl,Product,45,2961,5,0.464114,0.481223,0,0.003139,0.003139,0.000081,0,7,638,0.981818,972,0.053492
Vintage Cream 3 Basket Cake Stand,Vintage Cream 3 Basket Cake Stand,Product,10,702,5,0.455038,0.4695,0,0.00087,0.00087,0.000063,0,5,342,1,45,0.014958
Red Charlie+Lola Personal Doorsign,Red Charlie+Lola Personal Doorsign,Product,185,16877,4,0.496665,0.521809,0.000096,0.00951,0.00951,0.000246,0,14,749,0.586369,9980,0.162264
3 Rose Morris Boxed Candles,3 Rose Morris Boxed Candles,Product,169,13153,4,0.493654,0.517875,0.000153,0.007205,0.007205,0.000254,0,14,468,0.552832,7848,0.124161
Ivory Hanging Decoration Bird,Ivory Hanging Decoration Bird,Product,153,12877,4,0.49031,0.513494,0.000332,0.008073,0.008073,0.000207,0,14,812,0.655315,7620,0.138012
Blue Tea Towel Classic Design,Blue Tea Towel Classic Design,Product,86,9025,4,0.464528,0.486601,0.000002,0.004906,0.004906,0.000133,0,7,592,0.891382,3258,0.083206
Alarm Clock Bakelike Pink,Alarm Clock Bakelike Pink,Product,867,116219,4,0.584829,0.659376,0.00094,0.043619,0.043619,0.001068,0,7,586,0.478899,179784,0.737446
Blue Tv Tray Table,Blue Tv Tray Table,Product,7,484,5,0.399816,0.419679,0,0.000301,0.000301,0.000066,0,14,775,0.904762,19,0.005254
Botanical Lily Greeting Card,Botanical Lily Greeting Card,Product,51,4393,4,0.468958,0.48529,0.000008,0.0028,0.0028,0.000101,0,7,885,0.778039,992,0.0478
Gingham Heart Decoration,Gingham Heart Decoration,Product,931,122699,4,0.595657,0.67271,0.001408,0.044509,0.044509,0.001173,0,16,588,0.432933,187423,0.753641
Christmas Card Singing Angel,Christmas Card Singing Angel,Product,14,1138,5,0.422846,0.44301,0,0.00083,0.00083,0.000068,0,16,288,0.857143,78,0.014031
Retrospot Babushka Doorstop,Retrospot Babushka Doorstop,Product,7,522,5,0.359945,0.37454,0,0.000072,0.000072,0.000087,0,14,345,0.714286,15,0.001357
Jigsaw Tree With Birdhouse,Jigsaw Tree With Birdhouse,Product,271,24012,4,0.505039,0.538405,0.000109,0.014313,0.014313,0.000294,0,14,594,0.619489,22664,0.243716
Glass Star Frosted T-Light Holder,Glass Star Frosted T-Light Holder,Product,58,4411,5,0.46619,0.484133,0.000001,0.003457,0.003457,0.000097,0,5,552,0.862674,1426,0.05861
Black Christmas Tree 120cm,Black Christmas Tree 120cm,Product,4,265,5,0.346404,0.358205,0,0.000048,0.000048,0.000073,0,16,622,0.5,3,0.000868
Ceramic Plate Strawberry Design,Ceramic Plate Strawberry Design,Product,46,3954,5,0.459207,0.477322,0.000002,0.002876,0.002876,0.0001,0,5,823,0.790338,818,0.048904
Ice Cream Pen Lip Gloss,Ice Cream Pen Lip Gloss,Product,667,87059,4,0.556006,0.619212,0.000412,0.035429,0.035429,0.000802,0,11,593,0.543859,120797,0.599091
Childrens Cutlery Spaceboy,Childrens Cutlery Spaceboy,Product,456,65972,4,0.525403,0.574859,0.000174,0.02525,0.02525,0.0006,0,7,559,0.632524,65618,0.427237
Medium Ceramic Top Storage Jar,Medium Ceramic Top Storage Jar,Product,491,77547,4,0.532271,0.583397,0.000234,0.027782,0.027782,0.000714,0,7,566,0.625421,75235,0.469929
Wrap Red Vintage Doily,Wrap Red Vintage Doily,Product,259,34920,4,0.497994,0.532361,0.000064,0.015021,0.015021,0.000347,0,6,578,0.706354,23600,0.254132
Set 36 Colour Pencils Love London,Set 36 Colour Pencils Love London,Product,189,23920,5,0.490126,0.517837,0.000217,0.011227,0.011227,0.000279,0,16,416,0.776371,13793,0.189832
Set Of 12 T-Lights Vintage Doily,Set Of 12 T-Lights Vintage Doily,Product,97,7300,5,0.475027,0.495645,0.000004,0.006778,0.006778,0.000117,0,16,822,0.893471,4160,0.114657
Charlotte Bag Pink Polkadot,Charlotte Bag Pink Polkadot,Product,1167,275897,4,0.631146,0.71863,0.002658,0.051095,0.051095,0.002431,0,21,575,0.352423,239775,0.866772
S/6 Wooden Skittles In Cotton Bag,S/6 Wooden Skittles In Cotton Bag,Product,154,13708,4,0.490495,0.513686,0.000005,0.011164,0.011164,0.000169,0,11,105,0.900857,10613,0.188946
Ceramic Cake Design Spotted Plate,Ceramic Cake Design Spotted Plate,Product,65,6483,5,0.475374,0.491775,0.000007,0.003944,0.003944,0.000125,0,5,823,0.793269,1650,0.067312
Vintage Snakes & Ladders,Vintage Snakes & Ladders,Product,456,44012,4,0.531078,0.577961,0.000057,0.028642,0.028642,0.000422,0,11,880,0.752256,78039,0.483352
Large Hanging Ivory & Red Wood Bird,Large Hanging Ivory & Red Wood Bird,Product,88,6661,5,0.479132,0.497371,0.000005,0.005854,0.005854,0.000116,0,5,524,0.85371,3268,0.099167
Vintage Paisley Stationery Set,Vintage Paisley Stationery Set,Product,1009,109499,4,0.606329,0.687644,0.003388,0.043019,0.043019,0.001249,0,14,746,0.352583,179301,0.732156
Set Of 4 Pantry Jelly Moulds,Set Of 4 Pantry Jelly Moulds,Product,1415,317397,4,0.669579,0.765509,0.006675,0.054815,0.054815,0.00297,0,7,599,0.270944,271054,0.932314
Sewing Susan 21 Needle Set,Sewing Susan 21 Needle Set,Product,438,35975,4,0.527637,0.573836,0.000135,0.02641,0.02641,0.00038,0,14,567,0.70816,67773,0.446814
Picnic Basket Wicker Large,Picnic Basket Wicker Large,Product,233,20729,4,0.503867,0.532585,0.000015,0.015143,0.015143,0.000234,0,21,342,0.833136,22518,0.256677
Money Box Kings Choice Design,Money Box Kings Choice Design,Product,18,1082,5,0.452195,0.468336,0.000351,0.001029,0.001029,0.000105,0,11,368,0.732026,112,0.017534
Red Spot Paper Gift Bag,Red Spot Paper Gift Bag,Product,209,25684,4,0.492721,0.522352,0.00001,0.012829,0.012829,0.000267,0,16,601,0.798261,17351,0.216766
Blue Paisley Journal,Blue Paisley Journal,Product,4,238,5,0.376753,0.394653,0.000001,0.000101,0.000101,0.000097,0,14,522,0.333333,2,0.001769
Set Of 6 Heart Chopsticks,Set Of 6 Heart Chopsticks,Product,261,23222,4,0.507201,0.538277,0.000055,0.015963,0.015963,0.000266,0,14,592,0.736045,24974,0.271226
Edwardian Parasol Red,Edwardian Parasol Red,Product,181,17224,5,0.495249,0.520491,0.000027,0.011682,0.011682,0.000213,0,21,415,0.788214,12840,0.198217
Set Of 3 Cake Tins Sketchbook,Set Of 3 Cake Tins Sketchbook,Product,208,15626,4,0.501829,0.527948,0.000009,0.014379,0.014379,0.000191,0,14,669,0.8521,18344,0.24386
Wall Art Garden Haven,Wall Art Garden Haven,Product,19,2079,5,0.399693,0.421214,0,0.000642,0.000642,0.000088,0,5,516,0.900585,154,0.010964
Set Of 72 Retrospot Paper Doilies,Set Of 72 Retrospot Paper Doilies,Product,734,134556,4,0.565907,0.632834,0.000538,0.038333,0.038333,0.00118,0,7,804,0.528042,142049,0.648091
Pack Of 20 Napkins Pantry Design,Pack Of 20 Napkins Pantry Design,Product,1075,176867,4,0.614768,0.699859,0.001806,0.04875,0.04875,0.001602,0,7,563,0.382497,220806,0.826458
Biscuit Tin 50'S Christmas,Biscuit Tin 50'S Christmas,Product,451,52425,4,0.524241,0.573228,0.000093,0.026906,0.026906,0.00049,0,16,162,0.712501,72301,0.45408
"Assorted Flower Colour ""Leis""","Assorted Flower Colour ""Leis""",Product,274,35356,4,0.506807,0.53978,0.000737,0.01539,0.01539,0.000425,0,21,609,0.65156,24369,0.261029
Mini Jigsaw Circus Parade,Mini Jigsaw Circus Parade,Product,227,36240,4,0.490495,0.523344,0.000065,0.012103,0.012103,0.000372,0,11,223,0.637168,16344,0.205249
Home Small Wood Letters,Home Small Wood Letters,Product,3,208,5,0.438721,0.455206,0,0.000252,0.000252,0.000059,0,5,102,1,3,0.004349
Pack Of 20 Napkins Red Apples,Pack Of 20 Napkins Red Apples,Product,693,125158,4,0.562123,0.625576,0.000708,0.035387,0.035387,0.00113,0,7,608,0.516941,123951,0.599338
Large Antique White Photo Frame,Large Antique White Photo Frame,Product,14,1551,5,0.44792,0.464351,0,0.000749,0.000749,0.000077,0,5,736,0.934066,85,0.012825
Scottie Dog Hot Water Bottle,Scottie Dog Hot Water Bottle,Product,759,103700,4,0.570865,0.638558,0.000795,0.038253,0.038253,0.000977,0,16,583,0.488481,140517,0.647677
Blue Round Compact Mirror,Blue Round Compact Mirror,Product,1,75,6,0.270613,0.276931,0,0,0,0.000112,0,7,614,0,0,0.000021
Large Skull Windmill,Large Skull Windmill,Product,1,52,5,0.324654,0.329707,0,0.000011,0.000011,0.000058,0,21,242,0,0,0.000194
Set Of 6 Ribbons Country Style,Set Of 6 Ribbons Country Style,Product,56,3826,5,0.443424,0.466353,0,0.002432,0.002432,0.000099,0,11,597,0.969481,1493,0.041358
Jumbo Bag Vintage Christmas,Jumbo Bag Vintage Christmas,Product,792,151099,4,0.573125,0.643931,0.000757,0.040326,0.040326,0.001334,0,16,217,0.502034,157255,0.681644
Silver Hearts Table Decoration,Silver Hearts Table Decoration,Product,221,20909,4,0.498661,0.527756,0.000017,0.013884,0.013884,0.000229,0,16,865,0.756067,18380,0.235032
Love Heart Sock Hanger,Love Heart Sock Hanger,Product,94,9570,4,0.475721,0.495651,0.000001,0.00631,0.00631,0.000133,0,7,281,0.949439,4150,0.107017
T-Light Holder Silver Petit Four,T-Light Holder Silver Petit Four,Product,1,50,5,0.401665,0.421105,0,0.000094,0.000094,0.000057,0,5,619,0,0,0.00162
Pink Vintage Paisley Picnic Bag,Pink Vintage Paisley Picnic Bag,Product,662,85077,4,0.558149,0.619532,0.000872,0.03503,0.03503,0.000827,0,21,517,0.544177,119061,0.593197
Hand Open Shape Gold,Hand Open Shape Gold,Product,7,395,5,0.431958,0.450556,0,0.000549,0.000549,0.00006,0,11,402,1,21,0.009331
Pink Stocking Christmas Decoration,Pink Stocking Christmas Decoration,Product,6,347,5,0.390003,0.409222,0.000001,0.000156,0.000156,0.000066,0,16,622,0.466667,7,0.002723
Set Of 2 Ceramic Painted Hearts,Set Of 2 Ceramic Painted Hearts,Product,214,27236,5,0.494591,0.524296,0.000016,0.012995,0.012995,0.000279,0,7,816,0.758413,17285,0.219899
Party Time Pencil Erasers,Party Time Pencil Erasers,Product,352,27392,4,0.518401,0.557176,0.000078,0.022443,0.022443,0.000296,0,14,389,0.761752,47058,0.379575
Childrens Cutlery Polkadot Blue,Childrens Cutlery Polkadot Blue,Product,364,58330,5,0.514105,0.55621,0.000093,0.020592,0.020592,0.000537,0,21,434,0.662186,43748,0.348668
No Junk Mail Metal Sign,No Junk Mail Metal Sign,Product,363,31350,4,0.519745,0.559414,0.000881,0.019037,0.019037,0.000402,0,14,829,0.558239,36678,0.324064
Dolly Girl Childrens Bowl,Dolly Girl Childrens Bowl,Product,307,44292,4,0.507695,0.544737,0.000021,0.019771,0.019771,0.000406,0,7,611,0.792851,37241,0.334199
Christmas Tree Star Decoration,Christmas Tree Star Decoration,Product,677,78283,4,0.559828,0.622346,0.000815,0.033386,0.033386,0.000826,0,14,572,0.497177,113767,0.566953
Penny Farthing Birthday Card,Penny Farthing Birthday Card,Product,629,81668,4,0.551768,0.611857,0.000335,0.035115,0.035115,0.000743,0,7,560,0.602913,119079,0.593356
Embroidered Ribbon Reel Ruby,Embroidered Ribbon Reel Ruby,Product,18,1758,5,0.351972,0.367517,0,0.000225,0.000225,0.000093,0,16,610,1,153,0.004044
Vintage Kid Dolly Card,Vintage Kid Dolly Card,Product,534,72921,4,0.540776,0.593534,0.000268,0.029196,0.029196,0.000667,0,7,473,0.598541,85179,0.494286
London Bus Coffee Mug,London Bus Coffee Mug,Product,413,56713,4,0.520264,0.566002,0.000087,0.023642,0.023642,0.000527,0,7,849,0.661076,56243,0.399818
Set Of 4 English Rose Coasters,Set Of 4 English Rose Coasters,Product,417,38661,4,0.527424,0.570798,0.000105,0.025301,0.025301,0.000392,0,7,8,0.711677,61728,0.428428
Wrap Daisy Carpet,Wrap Daisy Carpet,Product,29,2502,5,0.433611,0.454502,0.000001,0.000997,0.000997,0.000081,0,6,684,0.862069,350,0.017058
Pink Heart Confetti In Tube,Pink Heart Confetti In Tube,Product,144,11169,4,0.483937,0.508026,0.000148,0.006625,0.006625,0.000206,0,14,258,0.552739,5691,0.113659
White Sage Incense,White Sage Incense,Product,70,5510,4,0.48028,0.495811,0.000457,0.00451,0.00451,0.000165,0,16,685,0.739545,1786,0.076883
Area Patrolled Metal Sign,Area Patrolled Metal Sign,Product,462,54645,4,0.530322,0.578313,0.000145,0.027282,0.027282,0.000532,0,5,715,0.672113,71574,0.461068
Ivory Knitted Mug Cosy,Ivory Knitted Mug Cosy,Product,195,14013,4,0.498374,0.524303,0.000011,0.013153,0.013153,0.000179,0,16,554,0.851388,16104,0.222894
Set Of 4 Carousel Placemats,Set Of 4 Carousel Placemats,Product,13,723,5,0.394072,0.414288,0,0.000392,0.000392,0.000067,0,14,775,1,78,0.006902
Folding Umbrella Blackblue Polkadot,Folding Umbrella Blackblue Polkadot,Product,3,211,5,0.350222,0.362682,0,0.000045,0.000045,0.000075,0,14,775,1,3,0.000832
Small Parlour Picture Frame,Small Parlour Picture Frame,Product,2,152,1,1,1,0,0,0,0.000394,7,10,630,1,1,0.000036
Set/4 Badges Cute Creatures,Set/4 Badges Cute Creatures,Product,18,1216,4,0.451255,0.467575,0,0.001144,0.001144,0.000071,0,14,775,0.960784,147,0.019664
Bundle Of 3 School Exercise Books,Bundle Of 3 School Exercise Books,Product,314,37503,4,0.502895,0.542818,0.000027,0.018903,0.018903,0.000357,0,7,426,0.74506,36613,0.319506
Drawer Knob Ceramic Red,Drawer Knob Ceramic Red,Product,72,7919,5,0.463371,0.483717,0.000007,0.003619,0.003619,0.000133,0,5,762,0.774257,1979,0.061349
Party Cone Christmas Decoration,Party Cone Christmas Decoration,Product,200,25093,4,0.49572,0.523152,0.000024,0.012474,0.012474,0.000265,0,16,900,0.809447,16108,0.210886
French Bathroom Sign Blue Metal,French Bathroom Sign Blue Metal,Product,247,26866,4,0.502216,0.533289,0.000037,0.01537,0.01537,0.000295,0,5,9,0.765873,23268,0.260329
French Blue Metal Door Sign 9,French Blue Metal Door Sign 9,Product,39,6063,5,0.463866,0.47988,0,0.002249,0.002249,0.000138,0,5,635,0.950067,704,0.03853
White Tall Porcelain T-Light Holder,White Tall Porcelain T-Light Holder,Product,10,681,5,0.446156,0.462292,0,0.000777,0.000777,0.000063,0,5,52,1,45,0.013229
Union Jack Flag Passport Cover,Union Jack Flag Passport Cover,Product,183,16391,4,0.494779,0.52037,0.000028,0.011909,0.011909,0.000211,0,21,780,0.808503,13464,0.201757
3d Christmas Stamps Stickers,3d Christmas Stamps Stickers,Product,265,27063,4,0.501347,0.535271,0.000032,0.015846,0.015846,0.000282,0,16,889,0.731647,25593,0.267826
Doormat Spotty Home Sweet Home,Doormat Spotty Home Sweet Home,Product,287,28975,4,0.508488,0.542626,0.000092,0.01876,0.01876,0.00032,0,5,604,0.801248,32884,0.317258
Feltcraft Princess Lola Doll,Feltcraft Princess Lola Doll,Product,441,52595,4,0.527637,0.574028,0.000234,0.025269,0.025269,0.000503,0,11,349,0.650567,63118,0.427574
Gin And Tonic Mug,Gin And Tonic Mug,Product,460,57470,4,0.532489,0.579336,0.00017,0.027411,0.027411,0.000568,0,5,799,0.682599,72062,0.463182
Alarm Clock Bakelike Red,Alarm Clock Bakelike Red,Product,974,162903,4,0.59977,0.680129,0.001959,0.046351,0.046351,0.0015,0,7,634,0.425216,201489,0.784312
Easter Tin Chicks In Garden,Easter Tin Chicks In Garden,Product,35,2619,4,0.447689,0.467159,0,0.001627,0.001627,0.000083,0,7,46,0.921008,548,0.027801
Red Pudding Spoon,Red Pudding Spoon,Product,65,5118,4,0.477115,0.492901,0.000007,0.003413,0.003413,0.00012,0,14,812,0.679808,1414,0.058679
Wrap Bird Garden,Wrap Bird Garden,Product,141,14481,4,0.481879,0.506204,0.000014,0.007944,0.007944,0.000181,0,6,663,0.740527,7309,0.134599
Easter Decoration Egg Bunny,Easter Decoration Egg Bunny,Product,78,7872,5,0.469719,0.489409,0.000023,0.002379,0.002379,0.000164,0,14,866,0.482184,1448,0.041456
Lavender Scent Cake Candle,Lavender Scent Cake Candle,Product,49,4183,5,0.458077,0.476874,0.00001,0.001883,0.001883,0.000113,0,14,825,0.569728,670,0.03242
Ivory Pillar Candle Silver Flock,Ivory Pillar Candle Silver Flock,Product,31,3802,5,0.448383,0.467185,0.000754,0.001141,0.001141,0.000155,0,14,641,0.752688,350,0.019759
Set Of 6 Funky Beakers,Set Of 6 Funky Beakers,Product,238,18837,5,0.50241,0.532579,0.000088,0.010793,0.010793,0.000271,0,14,631,0.631564,17812,0.185938
Fridge Magnets La Vie En Rose,Fridge Magnets La Vie En Rose,Product,87,7960,4,0.480369,0.497985,0.000004,0.005866,0.005866,0.000134,0,5,663,0.847367,3170,0.099704
Rustic Strawberry Jam Pot Small,Rustic Strawberry Jam Pot Small,Product,25,1859,5,0.430033,0.450812,0.000001,0.001202,0.001202,0.00008,0,16,367,0.683333,205,0.020356
Pink Fly Swat,Pink Fly Swat,Product,1,54,5,0.313674,0.319065,0,0.000003,0.000003,0.000061,0,14,831,0,0,0.000072
Garland Wooden Happy Easter,Garland Wooden Happy Easter,Product,232,21137,4,0.50377,0.532425,0.001728,0.012221,0.012221,0.000393,0,14,843,0.581094,15571,0.208484
Small Purple Babushka Notebook,Small Purple Babushka Notebook,Product,414,39609,4,0.527317,0.570318,0.000761,0.024067,0.024067,0.000443,0,11,71,0.639541,54675,0.407507
Cream Sweetheart Letter Rack,Cream Sweetheart Letter Rack,Product,6,900,5,0.362246,0.377744,0,0.000151,0.000151,0.000076,0,5,156,1,15,0.002603
Card I Love London,Card I Love London,Product,363,49324,4,0.518298,0.558551,0.000151,0.021359,0.021359,0.000479,0,6,717,0.671278,44105,0.361766
Set Of 36 Spaceboy Paper Doilies,Set Of 36 Spaceboy Paper Doilies,Product,125,14806,5,0.470312,0.496124,0.000004,0.00781,0.00781,0.000177,0,7,561,0.838323,6497,0.132232
Blue Scandinavian Paisley Wrap,Blue Scandinavian Paisley Wrap,Product,53,5453,5,0.4682,0.484996,0.000006,0.002683,0.002683,0.000106,0,6,684,0.764151,1053,0.045844
Cat Bowl Vintage Cream,Cat Bowl Vintage Cream,Product,14,1235,5,0.453296,0.468432,0,0.000986,0.000986,0.000084,0,21,138,0.934066,85,0.016919
Black Wine Glass,Black Wine Glass,Product,38,4345,5,0.406425,0.430487,0.000002,0.000604,0.000604,0.000145,0,14,322,0.933144,656,0.01099
Charlie+Lola Red Hot Water Bottle,Charlie+Lola Red Hot Water Bottle,Product,393,32873,4,0.524135,0.565938,0.00003,0.025285,0.025285,0.000335,0,14,740,0.809238,62334,0.426965
Set 4 Picnic Cutlery Cherry,Set 4 Picnic Cutlery Cherry,Product,1,52,2,0.666667,0.75,0,0,0,0.000266,11,20,832,0,0,0.000018
6 Chocolate Love Heart T-Lights,6 Chocolate Love Heart T-Lights,Product,52,7345,5,0.469803,0.486083,0.000008,0.003065,0.003065,0.000136,0,5,568,0.737557,978,0.052196
Glitter Hanging Butterfly String,Glitter Hanging Butterfly String,Product,154,16737,4,0.492721,0.515189,0.000003,0.011089,0.011089,0.000195,0,11,783,0.882098,10392,0.187872
Full English Breakfast Plate,Full English Breakfast Plate,Product,603,60144,4,0.549789,0.607444,0.000162,0.034683,0.034683,0.000571,0,16,628,0.641295,116397,0.58547
Blue Diner Wall Clock,Blue Diner Wall Clock,Product,120,11228,5,0.482235,0.503479,0.000027,0.008653,0.008653,0.000166,0,7,809,0.903081,6448,0.146834
Decoration Butterfly Magic Garden,Decoration Butterfly Magic Garden,Product,377,34585,4,0.52016,0.561493,0.000477,0.015145,0.015145,0.000487,0,14,695,0.463189,32829,0.260958
Set Of 2 Tins Vintage Bathroom,Set Of 2 Tins Vintage Bathroom,Product,5,276,5,0.446768,0.462004,0,0.000471,0.000471,0.000059,0,5,102,1,10,0.008122
